filename,platform,gameId,gameVersion,patch,mapId,gameLength_s,size_bytes,sha256,n_chunks,zstd_ok
EUW1-7926042874.rofl,EUW1,7926042874,16.14.794.5912,16.14,11,2352.6,19989831,2ccf94f999d16fb5a30da5172b0b16f97b98d8ca2b41198cc733ebcf5b39aa4f,121,True
EUW1-7926061471.rofl,EUW1,7926061471,16.14.794.5912,16.14,11,2280.7,19107579,7d5132085c2a12679709d6dd7dd64c82e2eb7b0bcfe46f7f7cb58ae8ffef760d,118,True
EUW1-7926078284.rofl,EUW1,7926078284,16.14.794.5912,16.14,11,1708.0,13612989,a6c8a3e31455b9e8f0ca718bb42857c88323a9c8632e214aa51f169e3c07b83c,88,True
EUW1-7926078893.rofl,EUW1,7926078893,16.14.794.5912,16.14,11,2641.1,20107969,75d2dca7781976b0d9a6206ceb557d88626ada03a7d6906ab1d1a0a854a03dc6,136,True
EUW1-7926106581.rofl,EUW1,7926106581,16.14.794.5912,16.14,11,1457.8,10363469,034f821d01d57384522b1357138e9cd35d5111cc68bf9213e6d7f5f9c37718b6,76,True
EUW1-7926118335.rofl,EUW1,7926118335,16.14.794.5912,16.14,11,2491.0,18846656,738ef0727ec2bbb512bb76b56a2969f22b69c7aedb882dc7f9a0efbcff6f576b,128,True
EUW1-7926158068.rofl,EUW1,7926158068,16.14.794.5912,16.14,11,2927.0,22285880,9e16ccfb82818d57c59f96b3cdb2154a3104dfe2316998f9ecfb1a4c8e52cdeb,149,True
EUW1-7926168669.rofl,EUW1,7926168669,16.14.794.5912,16.14,11,1270.1,10798144,ee506707e96bca9f62c98fea04c8e39a7c84bbcb158665565496103427ffd724,67,True
EUW1-7926251749.rofl,EUW1,7926251749,16.14.794.5912,16.14,11,2281.1,18907843,40a99490a32ae043293af09c05efb5199c9b03c4925d3e8ebb4eba497280f932,118,True
EUW1-7926314254.rofl,EUW1,7926314254,16.14.794.5912,16.14,11,2587.7,22381499,fce88eb570550218da3bed0db431d47cf7a9cc67a49ce6bc71c1dc1737da1513,133,True
EUW1-7926372650.rofl,EUW1,7926372650,16.14.794.5912,16.14,11,1811.7,14091897,38899761cbbb31cf6dc97db987e7ef23fb72bee65372b20231f7a0908b76f056,94,True
EUW1-7926400676.rofl,EUW1,7926400676,16.14.794.5912,16.14,11,1647.5,12445323,120938d6ec3c9590b61e643427a71f217df3e0efd14d8046586bfb1f6c8ab620,85,True
EUW1-7926408842.rofl,EUW1,7926408842,16.14.794.5912,16.14,11,2134.6,17387135,32581e210dab3c9ba6220ba9f5f2c84fe3daff0eced731650571431adef8af10,110,True
EUW1-7926454129.rofl,EUW1,7926454129,16.14.794.5912,16.14,11,1807.7,13381398,46996dc04f62f4a96cac039b39c39265f7b5ef421d026e060fe3fb96c67bb126,94,True
EUW1-7926496888.rofl,EUW1,7926496888,16.14.794.5912,16.14,11,1413.1,10866022,9aeefc58ac4c80b0ca96abf3dd877bc1f041ecead55115fcac52f89dd2b370bc,74,True
EUW1-7926510354.rofl,EUW1,7926510354,16.14.794.5912,16.14,11,1559.4,12766385,88736b2edebdaea86c3a31b6d0f81a2727bfabd09ccf6699e180a5fe99088d06,80,True
EUW1-7926539126.rofl,EUW1,7926539126,16.14.794.5912,16.14,11,1046.7,8344704,47e86d2db8a72486f74b6b1a53f07d3de205e23e0ded8ca599ad3ace717281f3,55,True
EUW1-7926573190.rofl,EUW1,7926573190,16.14.794.5912,16.14,11,901.9,6867864,aafae97ecf998fe3beabe91131c5663735ac26b6e2dfe53627e93495a821120e,49,True
EUW1-7926585459.rofl,EUW1,7926585459,16.14.794.5912,16.14,11,634.5,4628276,ca4bd3cb648747e59c99da1eefc0bf7fc2b629358a3c1dc49b389a0661eed890,35,True
EUW1-7926607457.rofl,EUW1,7926607457,16.14.794.5912,16.14,11,2239.1,17876340,3cfc214e9b4facf95e5bdd25ebd77b1c753cd640beb9bdcd861fea231c7f0d6d,115,True
EUW1-7926626826.rofl,EUW1,7926626826,16.14.794.5912,16.14,11,1609.8,13184897,bb02399cc0da3e79d421841b10db00d0913e716327b356d8e76e7dab1777f49e,83,True
EUW1-7926661227.rofl,EUW1,7926661227,16.14.794.5912,16.14,11,1471.7,12152028,eda7036237c8de762bba7570bcb9990530230125c18b74868c326e67148ee391,77,True
EUW1-7926665432.rofl,EUW1,7926665432,16.14.794.5912,16.14,11,980.4,8366393,eee433f0c2b24f747b6e66f90a25ba7fe15f668add6dbc8610f5825c4cf87c85,52,True
EUW1-7926740657.rofl,EUW1,7926740657,16.14.794.5912,16.14,11,2217.4,19883322,f35e7d502f7f12f61c561c67db0a25ecaf8c97f382345cf9eea07cf29ffdc8fb,113,True
EUW1-7926890097.rofl,EUW1,7926890097,16.14.794.9266,16.14,11,2206.2,16280480,0b38756e5d05118a611983d284e96788cb4a31578e18d235c86991a0516036db,113,True
EUW1-7926926041.rofl,EUW1,7926926041,16.14.794.9266,16.14,11,2186.4,16788847,860db61c6c5446e0401762ea44a21416c71c6dc4e4d6efcb46ddd1c707d538cb,112,True
EUW1-7927088511.rofl,EUW1,7927088511,16.14.794.9266,16.14,11,1661.0,12619627,b69ae119f3df2469794b35415247f2b43375f44a599b19b475754e776e0c01fd,86,True
EUW1-7927100015.rofl,EUW1,7927100015,16.14.794.9266,16.14,11,1243.0,9228275,70dffeae64c3fe0943ec7d736b486a401a92c6c996f26b40a2fe0c23d4eb5c6b,65,True
EUW1-7927180263.rofl,EUW1,7927180263,16.14.794.9266,16.14,11,2212.4,19121197,eb974867e6622cf4261b1f811ecef8f5c0b8e773f974961a0326416946565465,113,True
EUW1-7927180858.rofl,EUW1,7927180858,16.14.794.9266,16.14,11,2844.0,21948420,b03740856feaa076ac027035830af0b98c727c0ec35d948e31ee299ff5b9221d,145,True
EUW1-7927188884.rofl,EUW1,7927188884,16.14.794.9266,16.14,11,1646.7,12772309,566fa8aa4a3918fa2c83b3fd6f87c046aec26d5c39bf9ee5b2fbb3d1bd01284d,85,True
EUW1-7927214046.rofl,EUW1,7927214046,16.14.794.9266,16.14,11,1988.2,17949161,8d88db6e2baf2170cc3c55c1af74d9a396cc768d40fb0fc7a9f3864ab5c0365b,103,True
EUW1-7927215914.rofl,EUW1,7927215914,16.14.794.9266,16.14,11,2045.1,17898631,1383db59d2d8d2d96c065f502b066940242a6675ee6cbc52177f21ea448b5350,106,True
EUW1-7927292494.rofl,EUW1,7927292494,16.14.794.9266,16.14,11,902.0,6533396,76d82c3a23e0fc0cfbdde9013c6e350a9b8c5bdd2a6b2038595b9a26e41ac8e2,49,True
EUW1-7927460043.rofl,EUW1,7927460043,16.14.794.9266,16.14,11,1891.5,15114420,4ba30b68a0e10f955175f9ca711e0931a7e14914f490b8f156c589124e2525fd,98,True
EUW1-7927550191.rofl,EUW1,7927550191,16.14.794.9266,16.14,11,1149.3,9199658,bb5a9c49e4a557fda66b6339c5a2e1562450f4f15132af13c3af12bf49238bf4,61,True
EUW1-7927629008.rofl,EUW1,7927629008,16.14.794.9266,16.14,11,1616.5,13301699,13a762bf1c973411670631e8c0e626e08601f17578fe34ee66a11f9189f88a95,83,True
EUW1-7927675107.rofl,EUW1,7927675107,16.14.794.9266,16.14,11,1591.2,13094170,71a412e7b6c257b38b59f947e84f9f4cdaa1ebce5fe7bb9be0c487142073ccec,83,True
EUW1-7927730089.rofl,EUW1,7927730089,16.14.794.9266,16.14,11,1484.4,11819484,4547353d4cfadccdbe169b3157383a917b0df441eec4ed1d6e4a4607cf9d0f28,77,True
EUW1-7927735405.rofl,EUW1,7927735405,16.14.794.9266,16.14,11,1236.4,9528160,2e660e355dec11e5ab1630dc394775c813ec9e17e2337bd19f53e0b3d94cebf4,65,True
EUW1-7927747915.rofl,EUW1,7927747915,16.14.794.9266,16.14,11,1130.1,9238952,cad0846c1b7b3ef9001317ff810b56bbc46c92ef0a1d14865ef4de8a8db5e824,59,True
EUW1-7927779339.rofl,EUW1,7927779339,16.14.794.9266,16.14,11,1769.4,13754272,79ebc58c0b4a8341c325714d84a6b0f2c589353099746505ad426136a2ec6482,91,True
EUW1-7927779447.rofl,EUW1,7927779447,16.14.794.9266,16.14,11,1195.7,9533708,551971cca142b25b38a7632b23aa5cebfd72fb29697eea89aca05263c5b183d4,62,True
EUW1-7927804806.rofl,EUW1,7927804806,16.14.794.9266,16.14,11,1479.2,12187103,63931c4c4447368cbf3acb2bc614b69fe77caa528c49611eb8d8d9e2ab382acc,77,True
EUW1-7927828714.rofl,EUW1,7927828714,16.14.794.9266,16.14,11,2039.3,15847702,1f42d38cafa2dd1e341049fc9ce52e750645eb36fa131c7f19bdbcd638aa3ede,104,True
EUW1-7927830029.rofl,EUW1,7927830029,16.14.794.9266,16.14,11,932.5,6969372,d8b5edc350bc7060435c06f31ca82a8158296a89818267017aaafa5976fc70e2,50,True
EUW1-7927889737.rofl,EUW1,7927889737,16.14.794.9266,16.14,11,2151.6,17035553,9375e91d5c9e965e34ac7baa594fdd19d39a16972e223b1a2a2e8b0c77e11a8f,110,True
EUW1-7927891743.rofl,EUW1,7927891743,16.14.794.9266,16.14,11,975.5,7339924,bc70a6ad5a3fe86cf5eab120c1e5515fc5be23340a3e59e952e23ce7c91a220c,52,True
EUW1-7927947413.rofl,EUW1,7927947413,16.14.794.9266,16.14,11,1632.5,16407822,8171997e4dc95c55883cefcb2826d88616e3979e897d4729d691cae21a3b96ae,85,True
EUW1-7928024963.rofl,EUW1,7928024963,16.14.794.9266,16.14,11,2306.3,19332781,ee9125b9263cf2ba0eb5ba8ae9d42bff52f4d0b855680e0114704adda57709c4,118,True
EUW1-7928202763.rofl,EUW1,7928202763,16.14.794.9266,16.14,11,1579.7,12615124,ad59927a2c41a0c07357227d4172afbbde25ceb319164f5df4dae5a47301d860,82,True
EUW1-7928225963.rofl,EUW1,7928225963,16.14.794.9266,16.14,11,1657.1,14084658,f72cbf0b1cefd9e58be7bcec29088bc6bf0ba02de456003bfc288c933c7c61ef,86,True
EUW1-7928255145.rofl,EUW1,7928255145,16.14.794.9266,16.14,11,2054.6,16022858,b4333c31f9b64b518f42f1c0a227d9ece1dd5769841b5d8316de47560c6992a2,106,True
EUW1-7928291580.rofl,EUW1,7928291580,16.14.794.9266,16.14,11,1383.2,10653895,3e89f98db5477c75c9ce704ff61f67a4ce2d69d5d3dd8fdd8f3ce3e342e13731,73,True
EUW1-7928317957.rofl,EUW1,7928317957,16.14.794.9266,16.14,11,2295.0,18354805,991508ac0f7ed1f504fa024be259b830f99f712d3ade8b1083b9da60933df816,118,True
EUW1-7928352250.rofl,EUW1,7928352250,16.14.794.9266,16.14,11,1282.1,10247625,268aba841b1ef34d1eaa4fb4f54e75c24f4c7c4766a1c82f177ce58122c9469b,67,True
EUW1-7928384007.rofl,EUW1,7928384007,16.14.794.9266,16.14,11,1509.0,12108924,f7c4a6681205535a6814749d2992324f793fef59c76b3e299a983c2c40ad06a9,79,True
EUW1-7928433481.rofl,EUW1,7928433481,16.14.794.9266,16.14,11,1266.4,11025034,ffacda54e048b5d81c71ffdd710059225a9a063f00814986f58cb929872f2540,67,True
EUW1-7928454781.rofl,EUW1,7928454781,16.14.794.9266,16.14,11,1838.5,15419604,188f2c1d1f24ae023a7a2ed8a2dcfeb8b2d766e265836f269db164aa28ad76d5,95,True
EUW1-7928708038.rofl,EUW1,7928708038,16.14.794.9266,16.14,11,2896.0,24635126,a9caa3e0a98d430444cd8309e9621fb9ccf30f62062295237dc08c7a15f55448,148,True
EUW1-7928772593.rofl,EUW1,7928772593,16.14.794.9266,16.14,11,2256.1,16913790,d5ca16e77eafa4f3a46854530841f35cb4344b2640aac245bde9c46099a7e6f4,116,True
EUW1-7928822417.rofl,EUW1,7928822417,16.14.794.9266,16.14,11,1980.4,17331071,79e887bc94688354cb998b487d11d22cefd06128b0169be4fe68f7fbb9d43d68,101,True
EUW1-7928871281.rofl,EUW1,7928871281,16.14.794.9266,16.14,11,1922.1,14513348,c0a74b58bd6221b612857f98859f85e9e2e11655f03dfae3f5b1e6121011d00f,100,True
EUW1-7928912312.rofl,EUW1,7928912312,16.14.794.9266,16.14,11,2646.4,21320416,62aec48c31f4f3d7cce442fb169b29917f1d8a1469c529081cc56ca911b7c5fe,136,True
EUW1-7928948950.rofl,EUW1,7928948950,16.14.794.9266,16.14,11,1341.2,10137108,0a2a941848ef95953fa9cb63ee64b12dc021b2d4ae5c2fb4161050709a3332b3,70,True
EUW1-7929072666.rofl,EUW1,7929072666,16.14.794.9266,16.14,11,1223.0,10508276,9089d0f609cdee4d5d47f5d6bd8dd68b7ded140e691e914b955d61cd626c7f4c,64,True
EUW1-7929539211.rofl,EUW1,7929539211,16.14.794.9266,16.14,11,2232.2,17378672,3cf083f41ac331af88c83e534d0eeeb4ba0593b1d3cc59b7f396becc597c06c6,115,True
EUW1-7930023180.rofl,EUW1,7930023180,16.14.794.9266,16.14,11,2063.9,17282126,158d41a9ec2478a8258dc42672dd063207fca457c130109754b6464853458ea3,106,True
EUW1-7930035255.rofl,EUW1,7930035255,16.14.794.9266,16.14,11,3075.9,23521543,63229985ff7fc26caf4299a4e13e98d91a801303138fc28e0f3f2e02abc5a7e7,157,True
EUW1-7930035662.rofl,EUW1,7930035662,16.14.794.9266,16.14,11,1475.8,11813801,72c74f02f15a46a8f370160bb8c6613b40387e78aed790f921ba8e36fc494bd5,77,True
EUW1-7930121951.rofl,EUW1,7930121951,16.14.794.9266,16.14,11,1503.0,12572062,f2eeb5794784fe67133a87d5dc45d7edced05f51aeb558f0889a6dc21d1fadfd,79,True
EUW1-7930323718.rofl,EUW1,7930323718,16.14.794.9266,16.14,11,2417.8,19675717,95b60b623b13fa3433a8bb0c6349c7d20a71853526c614a6f6348a750af81288,124,True
EUW1-7930411712.rofl,EUW1,7930411712,16.14.794.9266,16.14,11,958.4,7603531,6033fba7a7e5fb43be5fad121dd7608325e9dea34edf98c47d13c288bdf0a341,50,True
EUW1-7930486292.rofl,EUW1,7930486292,16.14.794.9266,16.14,11,2005.4,17396048,70c7234c1960349c0a47df65868d06d335006e5bb4f3567539157d465fe75e08,103,True
EUW1-7930495696.rofl,EUW1,7930495696,16.14.794.9266,16.14,11,1398.9,12824617,d7e4ad2259e332ad5edaf4fa5a82a01c6db9ecbcd063374f2dcdceed7b09b668,73,True
EUW1-7930536772.rofl,EUW1,7930536772,16.14.794.9266,16.14,11,935.9,7523862,5a8be0560c1170b4dd204a8a3a9659e994eeab6faebf9bfd61907d7a0df7655e,50,True
EUW1-7930614522.rofl,EUW1,7930614522,16.14.794.9266,16.14,11,1921.9,15030667,4b81d3e98d569aff8dac33c7c77041db8d904315fdc48e162743f7438e46ffc4,100,True
EUW1-7930875806.rofl,EUW1,7930875806,16.14.794.9266,16.14,11,2011.8,17229686,7b62dfc9f57f0d0fb3dd282878d33c98c5e8ec53016d667c16ffe47b4a03eef6,104,True
EUW1-7930927603.rofl,EUW1,7930927603,16.14.794.9266,16.14,11,2074.2,15195429,d85d42f1eb05dd006b3c846dfa9c757af744c1e2675b1e37ecf6ce18e680fb5b,107,True
EUW1-7930972946.rofl,EUW1,7930972946,16.14.794.9266,16.14,11,1813.7,14453638,d15e333211e9b6a0402bda7467d679c128dfcfb639e53b27a535797018fd3096,94,True
EUW1-7931008256.rofl,EUW1,7931008256,16.14.794.9266,16.14,11,2403.7,20138934,d42b126556ab83123b6dbfad23ad26def6ed4215f95328cb2ba6d409dc307c22,124,True
EUW1-7931011465.rofl,EUW1,7931011465,16.14.794.9266,16.14,11,1355.5,10490882,9a557a3ef1af45fa68b1ba3d92c334e94154b8d12b0b04b0382956aaee8e17f1,71,True
EUW1-7931056558.rofl,EUW1,7931056558,16.14.794.9266,16.14,11,1415.2,10306105,6832b2be610fa94804b358560ab3824aefdeab75789f7f1626f0cd942f1b721b,74,True
EUW1-7931166558.rofl,EUW1,7931166558,16.14.794.9266,16.14,11,1942.9,15055065,3b46d58a82726a328e78f0090cf2a03bff455edcbb0172ff1551d39f2e27f273,100,True
EUW1-7931308569.rofl,EUW1,7931308569,16.14.794.9266,16.14,11,1927.1,15718193,71d45be69d1ac5206018ff6c4f5cd535f7d1795f9ac5d00397b7f0170732e9f4,100,True
EUW1-7931351839.rofl,EUW1,7931351839,16.14.794.9266,16.14,11,1701.0,14439362,37ffb39fcf43afa15c1683f41dcf64a34ec7216187a2ddf0ee52489e10b31efa,88,True
EUW1-7931549745.rofl,EUW1,7931549745,16.14.794.9266,16.14,11,2150.4,19096509,ea36fe63aa9cfb3f85f9338b54c54e60d6fba10e8d7ee02840ba73e9396c7919,110,True
EUW1-7931689852.rofl,EUW1,7931689852,16.14.794.9266,16.14,11,1953.7,16483974,8d6a8bf86cb12ba5806febda886457793cee42beb254cebcbf0638130af37ba9,101,True
EUW1-7931744868.rofl,EUW1,7931744868,16.14.794.9266,16.14,11,921.1,6511988,7141f35610b1f211b0156594b4cb48b520d8404ae57fd69d56be74819364b79d,49,True
EUW1-7931772871.rofl,EUW1,7931772871,16.14.794.9266,16.14,11,2314.1,18907497,48da24c494575ce89a5ecef8cde2e331596b37f53cc0cd3a74f8e8714680994e,119,True
EUW1-7931784115.rofl,EUW1,7931784115,16.14.794.9266,16.14,11,2032.9,16593752,b188e833ed3da4a097aad5bd553489ed9850ac7e99ab4bb593cb3e1cdd45d5c9,104,True
EUW1-7931839265.rofl,EUW1,7931839265,16.14.794.9266,16.14,11,490.3,3651004,54753f99922d132dad5f7ff656369768191b97c84b9725705c28f035e3dcdfea,28,True
EUW1-7931864883.rofl,EUW1,7931864883,16.14.794.9266,16.14,11,2363.4,22104045,c6188c34fe6bbebe5d1f6e9091f4f093d66f5bf3b50e89f4b48a335890719c6f,121,True
EUW1-7931983241.rofl,EUW1,7931983241,16.14.794.9266,16.14,11,1062.6,8237474,2503336d4b3e48305c84a72ba7ddbca95d761cea448f0714587d6dde64942821,56,True
EUW1-7932012556.rofl,EUW1,7932012556,16.14.794.9266,16.14,11,1374.7,12204993,fa323637bf0bec86bf26e82eaca6c64e2ce118e665ae90ee085bca664e01e551,71,True
EUW1-7932040512.rofl,EUW1,7932040512,16.14.794.9266,16.14,11,1099.8,8638350,51caf8f4e088e8f4f47d76d7263c6eb5d883e26b997d5575f31a3e15ebcb3ea9,58,True
EUW1-7932060151.rofl,EUW1,7932060151,16.14.794.9266,16.14,11,929.1,7334879,b477f244c4c964c3c6c48525ee1ff6470900dd44ed547b60e182ed406ff11713,49,True
EUW1-7932161264.rofl,EUW1,7932161264,16.14.794.9266,16.14,11,1985.8,17438531,7a9d3ec3fc82c6d9f322a5542b8dc3f6f474bf26a703eae8ecb2f15323d27592,103,True
EUW1-7932161729.rofl,EUW1,7932161729,16.14.794.9266,16.14,11,2095.7,16750668,b45b4ad8d4b1f45bb24b21b23fbe5d9b266e3289befff9307b85be667d6d8c38,107,True
EUW1-7932164412.rofl,EUW1,7932164412,16.14.794.9266,16.14,11,1873.9,14942349,cb2d4d6116df9c22c02360994b4bed08546ed669baf051ac73247278e1a77839,97,True
EUW1-7932164737.rofl,EUW1,7932164737,16.14.794.9266,16.14,11,764.0,6433859,17128791bff59ffafee374030370ee1c378771f2b3b10c303b9dcc37716c56a7,41,True
EUW1-7932173905.rofl,EUW1,7932173905,16.14.794.9266,16.14,11,1624.2,12578254,067359024f20c9ba8414fc29f343b9a99f220c6c30a0456bf18cade3cd37c541,85,True
EUW1-7932176307.rofl,EUW1,7932176307,16.14.794.9266,16.14,11,1695.1,12783336,e8caa28f25070147d1855d802bd50d1dd6f4cf2d578d06d704efc4e5501162f4,88,True
EUW1-7932189386.rofl,EUW1,7932189386,16.14.794.9266,16.14,11,1166.8,9143755,cf0de89fc3f42fd6527b7ad3f18e35b2a6b59add580d009836cc4ddca67b9767,61,True
EUW1-7932257294.rofl,EUW1,7932257294,16.14.794.9266,16.14,11,1047.3,8682677,61938fe5d31295f92d6ff4455c4972cc24931c873f81b9b5483fae123a60a07c,55,True
EUW1-7932281341.rofl,EUW1,7932281341,16.14.794.9266,16.14,11,1751.7,14087251,167654c3ee6e65c1abb63c4a7b4c2ce6050ce2b451edded06aed59cc12965bc7,91,True
EUW1-7932314944.rofl,EUW1,7932314944,16.14.794.9266,16.14,11,1284.5,10479116,2e3ad892ae1b3f1f91fff8c2c5bec437cd3581ca94df23a93f2ce46c9d9a2a42,67,True
EUW1-7932609829.rofl,EUW1,7932609829,16.14.794.9266,16.14,11,1645.4,13308674,cbaa5cfc5c896c9fb774f3394437245a5f5861d69c931f5dc0cd22b23352902d,85,True
EUW1-7932700085.rofl,EUW1,7932700085,16.14.794.9266,16.14,11,1665.9,12564776,809fe59ddf15868cbd18ab45ba18a0bbeb88c52f4b1713cd908006b609274d8f,86,True
EUW1-7932748224.rofl,EUW1,7932748224,16.14.794.9266,16.14,11,1565.2,11540708,06c6e5978dc673710710898be525f2de595f90e0c061458dc66ada4ad83daf70,82,True
EUW1-7932819861.rofl,EUW1,7932819861,16.14.794.9266,16.14,11,1040.4,8113164,13d32b8032717b2c64a5ebda6f6b90ceb00e7b8bb63de8eaa6132b1b90c24c24,55,True
EUW1-7932854052.rofl,EUW1,7932854052,16.14.794.9266,16.14,11,840.4,6572007,229024a59d36dd48fb578d2c39937bb1feaca41a29f3bfb918cb23fa20ad4071,46,True
EUW1-7932882075.rofl,EUW1,7932882075,16.14.794.9266,16.14,11,1511.9,12341826,f666910165589949ebc0561a6d971466a1a9a534d2a6c4105c96f0f3bcd18225,79,True
EUW1-7932930774.rofl,EUW1,7932930774,16.14.794.9266,16.14,11,1013.4,8323226,e7d56c239e8345985053bb56ee88ac785cffed48cc8f502e11eec36241f89ee7,53,True
EUW1-7932951709.rofl,EUW1,7932951709,16.14.794.9266,16.14,11,1965.0,14872804,f1c52b1ba341d3442ad37b1a9346bebe9d3245f6c78fed82a0126ad6be4c6222,101,True
EUW1-7933053687.rofl,EUW1,7933053687,16.14.794.9266,16.14,11,2173.7,17652008,65b7268633a328022c9d52191265c9dbbc2b6bd611b48f944864552597e243ad,112,True
EUW1-7933078815.rofl,EUW1,7933078815,16.14.794.9266,16.14,11,1671.9,12556124,d9e4b51a8ee43815db88b960e0f85ec210685216df468b6fbcbff4ae5a38ee6d,86,True
EUW1-7933091349.rofl,EUW1,7933091349,16.14.794.9266,16.14,11,554.6,3570181,8f19b90d1389cebd6f7f5a27799c73cce1e7642f5497fe93f208a0ef60bc60cc,31,True
EUW1-7933104763.rofl,EUW1,7933104763,16.14.794.9266,16.14,11,2580.2,20358232,9d2d7b703c534fa502e2a7fd8f5213282ccbc330ec4712e479bbad85307b3508,131,True
EUW1-7933276397.rofl,EUW1,7933276397,16.15.799.6036,16.15,11,1296.7,9708519,401af85ecf2724cc02e569b59d530f4f53148af0134c049c8165bd32ade3d2b9,68,True
EUW1-7933308977.rofl,EUW1,7933308977,16.15.799.6036,16.15,11,938.4,7044149,16122323153e3e9224d6d5d6748db6fd504889728f9e31812cd4a0e17824e732,50,True
EUW1-7933323572.rofl,EUW1,7933323572,16.15.799.6036,16.15,11,1080.4,7898847,dacb77c6750f69a279aba25901918550533d082da7ddb9a57651ccdfab05963d,58,True
EUW1-7933337980.rofl,EUW1,7933337980,16.15.799.6036,16.15,11,1949.1,16390772,ad2ed52b052bbc83460e1cd3f257a0ab7259e12fc21a86fd9646a2dc16b49baf,100,True
EUW1-7933387382.rofl,EUW1,7933387382,16.15.799.6036,16.15,11,1547.0,12390383,77e44189d5c2c2203b2f921878fa3228af3a9eba51c42554a51db9dad2fa80ec,80,True
EUW1-7933414692.rofl,EUW1,7933414692,16.15.799.6036,16.15,11,769.4,5691848,7fad0b7c32393a86dce86ada9487f9fca797735f593a7a61227d81f9aa09851b,41,True
EUW1-7933473883.rofl,EUW1,7933473883,16.15.799.6036,16.15,11,1221.5,9115659,100f8e49e0f8dc26b8608ac8c236a59300e339f25a387fe20ac42c270ac43ca0,64,True
EUW1-7933490932.rofl,EUW1,7933490932,16.15.799.6036,16.15,11,1940.1,15495586,de732f101093861bf1d7356d390dc623e62b52938cd715d29df9dad3abd42e84,100,True
EUW1-7933508325.rofl,EUW1,7933508325,16.15.799.6036,16.15,11,2301.9,20423225,f36d7ec287d967c9d3315d6a0534498ac500729e56fb75a788b340637391dc1e,118,True
EUW1-7933527031.rofl,EUW1,7933527031,16.15.799.6036,16.15,11,1712.5,14854766,f2fe103a7dd9153bb5c78a206f282db9376e99b9041433a235d5237d07ecbbd4,89,True
EUW1-7933530165.rofl,EUW1,7933530165,16.15.799.6036,16.15,11,1343.7,11122111,d923a413151871dc60a08d7e36236a18e69118803efb3d2b9ef0ec17ef769d43,70,True
EUW1-7933555373.rofl,EUW1,7933555373,16.15.799.6036,16.15,11,1815.4,15194421,617aec314d0776c6b9f27ff97bc5b8995f2e91f4f617fde47889e91572950d5b,94,True
EUW1-7933576456.rofl,EUW1,7933576456,16.15.799.6036,16.15,11,2277.8,21365632,743685e4a4de05e5265232d4559b0e2d0ba5a0fb5619470f566eca1bce1fdb76,116,True
EUW1-7933810429.rofl,EUW1,7933810429,16.15.799.6036,16.15,11,1922.2,15971109,9cd49a16198cb89cc8f6d6160fd2528e645a211037e77b0cc27b8d232cd9ab11,100,True
EUW1-7933914777.rofl,EUW1,7933914777,16.15.799.6036,16.15,11,1517.9,11432394,cd309066bc3383d6775f283743f41e11773b113da02148cbc8872c74d5da14d7,79,True
EUW1-7933947062.rofl,EUW1,7933947062,16.15.799.6036,16.15,11,2201.1,18723445,32c8de2b456ce2833621dd0a0378043c3660f25f7bb66a0463bf23e3474a0f40,113,True
EUW1-7933948600.rofl,EUW1,7933948600,16.15.799.6036,16.15,11,1551.4,12570054,54ec69bc0f833f1918624366f0dc93f60afad08990c6f82f9b28e375ba21cbd2,80,True
EUW1-7933964387.rofl,EUW1,7933964387,16.15.799.6036,16.15,11,2533.3,21512107,129472d1e229b86bebcaaa6359c2068fa82d6fc388e28657536ed8e113548d31,130,True
EUW1-7933973964.rofl,EUW1,7933973964,16.15.799.6036,16.15,11,2100.7,15957066,f840c1baae5f617e6e8e9dea2d572efd57c428b4ffc74f9b3e1c9c6554cdd05f,107,True
EUW1-7933993422.rofl,EUW1,7933993422,16.15.799.6036,16.15,11,2009.7,17906925,c4a32a7bb8d7f94baee49a83ceacd6e22f50c5dd4aa5c45b0e7cfa3a055931ae,103,True
EUW1-7934007878.rofl,EUW1,7934007878,16.15.799.6036,16.15,11,1132.8,9156124,f63d5fdec0460c674614619ba2cb5fa786e825ae8f50068292d9bce1d873d108,59,True
EUW1-7934016442.rofl,EUW1,7934016442,16.15.799.6036,16.15,11,1416.9,10727230,a6835763f8d9eed37ea379330e53e659b6cfeb529c83b3d81dddf8b4e94b5945,74,True
EUW1-7934021481.rofl,EUW1,7934021481,16.15.799.6036,16.15,11,1518.0,11287804,1c17db6099701f73c74daad9939f56db0c0a973aaa8c78afface3550ad9689bf,79,True
EUW1-7934036315.rofl,EUW1,7934036315,16.15.799.6036,16.15,11,1923.5,15162033,35fb0fc2c1b2b8770e67cecf3670400efef692dfd02f630b4e83c1de0aaaf5e0,100,True
EUW1-7934043450.rofl,EUW1,7934043450,16.15.799.6036,16.15,11,952.4,7431165,cd3b4e8931fecbeda9e5f36abc50110ca2c468cf98f0cfd51ad3ac97f59fbd9f,50,True
EUW1-7934046190.rofl,EUW1,7934046190,16.15.799.6036,16.15,11,1935.1,15742464,5fc2acef211094247d14c0f6db70ad4894ed2624feff6b5f85ddeb38df31853a,100,True
EUW1-7934078162.rofl,EUW1,7934078162,16.15.799.6036,16.15,11,1741.8,15672591,3a8a7ec17b6b66cd6378186e99fd542cc4687eaf0271fff4ff6e558785b57c17,91,True
